ratio,hash_join,inlj_btree256,inlj_pgm256,lsj_btree256,lsj_flatpgm256,sort_join
1,1446992176.0,1446992176.0,4016356624.0,1446992176.0,1446992176.0,1446992176.0
10,1446992176.0,1446992176.0,3860334736.0,1446992176.0,1446795872.0,1446992176.0
100,1446992176.0,1429408048.0,2702581760.0,1429408048.0,1417191424.0,1446992176.0
1000,1446992176.0,612401152.0,891947648.0,612401152.0,844073600.0,1446989824.0
