ratio,hash_join,inlj_btree256,inlj_pgm256,lsj_btree256,lsj_flatpgm256,sort_join
1,3200000000.0,3200000000.0,8902339312.0,3200000000.0,3200000000.0,3200000000.0
10,3200000000.0,3200000000.0,8070169680.0,3200000000.0,3194598992.0,3200000000.0
100,3200000000.0,2953781248.0,4437715872.0,2953781248.0,2982028512.0,3200000000.0
1000,3200000000.0,722599936.0,1191346176.0,722599936.0,1177739264.0,3199991808.0
