ratio,hash_join,inlj_btree256,inlj_pgm256,lsj_btree256,lsj_flatpgm256,sort_join
1,79.78557205,53.723554888,33.4640642,52.649181113,26.98700178,25.162671302
10,53.982077423,5.690409195,4.085079041,5.636518944,3.016305392,7.079598423
100,44.572595224,1.196704131,0.943092112,1.200732766,0.740193678,5.148351698
1000,20.136222937,0.225369202,0.225207162,0.227194583,0.218850294,4.93177839
