ratio,hash_join,inlj_btree256,inlj_pgm256,lsj_btree256,lsj_flatpgm256,sort_join
1,83.193261375,52.841626325,28.01266683,51.890776782,29.92575108,27.256534281
10,54.032660411,5.71905885,3.77764999,5.714832759,3.049141184,7.733040548
100,44.483306743,1.233695497,0.880520596,1.373422707,0.820291964,5.151876723
1000,19.479347372,0.23748368,0.219750128,0.237422378,0.22068008,4.977186739
