ratio,hash_join,inlj_btree256,inlj_pgm256,lsj_btree256,lsj_flatpgm256,sort_join
1,78.720934953,52.932648177,33.314757381,51.819811228,25.668690449,24.880721038
10,53.87378946,5.701944098,4.224655891,5.654821418,2.961539374,7.065209232
100,44.420551685,1.213983696,1.024411051,1.214580118,0.755119211,5.13263259
1000,19.661215451,0.23115451,0.237930068,0.23068005,0.228447728,4.92860689
