ratio,hash_join,inlj_btree256,inlj_pgm256,lsj_btree256,lsj_flatpgm256,sort_join
1,79.824059273,52.790627377,31.54309615,51.743548801,26.768669779,24.984327288
10,53.865635554,5.705049902,3.956811094,5.632568081,3.01053105,7.082598438
100,44.547378228,1.230550507,0.937139931,1.231746001,0.756001824,5.154212172
1000,22.689612518,0.236518206,0.231071758,0.237741536,0.226380292,4.946245851
