ratio,hash_join,inlj_btree256,inlj_pgm256,lsj_btree256,lsj_flatpgm256,sort_join
1,80.190714225,53.444583732,31.871422164,52.36987742,26.820201739,25.02382883
10,53.703618772,5.877991336,4.001171971,5.775892486,3.066949212,7.252469242
100,44.970907604,1.265767643,0.947298065,1.25985594,0.766836876,5.296070135
1000,22.897786892,0.24061613,0.23483647,0.24015494,0.230602873,5.102565814
