,ratio,threads,btree1024,btree2048,btree256,pgm1024,pgm2048,pgm256,sj
0,50,1,1280130969.0,1253468010.0,1449695973.5,936825001.5,919586067.0,1011029995.0,3258630601.5
1,50,4,579024293.5,552395906.0,615052234.0,344555514.0,337274758.5,444135667.0,1334371976.0
2,50,16,313531762.5,317334107.5,303875820.0,253094435.5,262828764.0,261763149.5,485899171.5
3,50,32,312628558.0,316224541.5,401764080.5,312469054.5,290748675.5,320468682.5,511769519.5
